Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Greys,7.0,160.130246681,23987.8242485,Foreign_Affairs,53.3767488938,No,449.405869514,Yes,Male,After_16:00,0.637389684562,0.529974255012,2.93291374575,9.59389922675,8.30218486022,9.02432817733,8989.0,57.6415364631,381.898252693,5257.85520053,46924.7406227,Maybe,201965.635554,19.5422171898,176.014566283,27.9557674192,2912.45407136,40.0,30-45,1.0,578.496419279,10.0,Motorcycle_or_truck,Public_Sector,379.694809809,0.0,No
Yellows,10.0,-352.065620765,-27251.2551025,Healthcare,-117.355206922,Yes,232.211725558,Yes,Female,By_16:00,0.869684593286,,2.98275318928,0.00813487917185,6.99365055189,2.28942670394,8803.0,72.6882122923,328.034344301,2978.18594418,45149.0521128,Yes,53922.2854865,,351.989256165,35.5903657852,13664.8893847,80.0,30-45,2.0,643.641326649,14.0,Foot_or_bicycle,Industry_or_other,650.378488444,0.0,Yes
Pinks,8.0,872.189178252,94824.2132219,Financial,290.729726084,No,326.159331896,Yes,Female,By_16:00,0.936817769194,0.823952062754,6.0296518961,6.72935608774,2.83174536657,9.43196380744,6036.0,29.1484315414,340.236254392,3942.06582775,44491.8550427,No,,18.4454941488,236.31232075,36.2638348714,84824.503355,60.0,30-45,2.0,593.790432775,7.0,Foot_or_bicycle,Services_or_Retail,509.923741264,0.0,No
Purples,7.0,239.735440797,29891.1521916,Healthcare,79.9118135989,No,,Yes,Female,After_16:00,0.932432722067,0.413384483429,3.80586230895,1.46703442093,0.677802793216,6.174099911,6257.0,87.5722745666,456.195138822,4652.90758609,55015.0393889,No,139914.697348,21.3587251216,136.406169004,41.1885224748,6475.80976627,80.0,45_and_up,3.0,712.340555824,11.0,Public_or_other,Student_or_Unemployed,528.7195156,1.0,No
Browns,8.0,267.056143484,43932.4772642,Financial,89.0187144948,No,493.519565111,Yes,Female,By_16:00,0.241794845322,0.700074215652,8.32038901513,4.66265155235,2.09068271564,0.92040788848,4651.0,84.9647895899,446.759921804,5828.71549472,55265.694271,No,243561.561147,21.1366960948,55.930772789,23.5777657712,8023.3502448,60.0,45_and_up,0.0,693.502580044,6.0,Public_or_other,Hightech,484.13338782,0.0,No
Greys,2.0,202.260294277,31946.0445943,Military,67.4200980925,No,473.83562911,Yes,Male,By_16:00,0.969695767155,0.874471997609,8.30504847923,8.32220812561,5.17590974458,2.98196563032,4200.0,40.0669160997,365.347050211,5469.05039152,47577.8211659,Maybe,224520.203414,,146.838403506,19.182513305,4622.88972489,30.0,30-45,0.0,599.997026669,5.0,Car,Industry_or_other,447.602237137,0.0,No
Greens,8.0,260.897704899,28211.7781043,Education,86.9659016331,No,324.400455518,Yes,Female,By_16:00,0.140072773909,0.461740694474,1.17714093765,1.10786044504,7.89250299102,2.76276926743,9236.0,30.9215286281,529.662443317,4303.32944182,62429.6707888,No,105235.655541,23.0143964361,221.825326005,51.1798769236,7660.03394848,100.0,30-45,3.0,825.263800616,16.0,Foot_or_bicycle,Industry_or_other,632.255112157,1.0,No
Greens,7.0,767.583484749,67602.7787573,Education,255.861161583,No,264.216649135,Yes,Female,By_16:00,0.433722381713,0.82186718029,3.25867560692,5.77741459245,9.04700518819,6.65154090617,6977.0,22.2828703001,482.885965574,3607.9384225,57791.6541399,No,69810.4376803,21.9746664497,273.627210864,81.5322153736,65730.7951682,100.0,30-45,4.0,779.912378684,12.0,Car,Services_or_Retail,637.786689508,0.0,No
Purples,2.0,851.324893251,91611.4972779,Social,283.774964417,No,322.831499481,Yes,Female,By_16:00,0.67067799042,0.31938181608,7.12439208291,6.77386077121,3.51417408092,8.2348107826,4563.0,70.0184426969,382.347826838,3993.01064848,48579.5141285,No,104220.177057,19.5537164457,217.104871931,92.998411553,80822.0053944,70.0,Below_30,4.0,648.212552587,9.0,Foot_or_bicycle,Public_Sector,,0.0,No
Whites,9.0,997.823305969,167313.863684,Education,332.607768656,No,503.036547701,No,Female,After_16:00,0.691755454056,0.000977413961664,8.55886525242,1.28857193049,3.54390183929,7.47577925678,9609.0,6.45815718453,387.121036324,5804.60754966,50224.9343048,No,253045.768323,19.6753916435,118.109086731,27.7191379108,110970.535539,100.0,45_and_up,0.0,631.400198069,11.0,Motorcycle_or_truck,Student_or_Unemployed,465.375221215,,Yes
Pinks,9.0,210.382166604,49995.5507625,Education,70.1273888681,No,712.924744089,No,Male,After_16:00,0.0262479353696,0.187027177773,2.04462503083,1.99795704801,0.386985791847,3.4067683015,7658.0,50.4148619715,658.348759057,8445.94495901,76631.6895489,No,508261.690735,25.658307798,265.772576384,94.3436145782,4997.97805833,100.0,Below_30,2.0,921.28610049,11.0,Foot_or_bicycle,Student_or_Unemployed,514.959485861,0.0,No
Greens,7.0,366.422243521,33278.3624206,Healthcare,122.14074784,No,272.459134311,Yes,Female,After_16:00,0.187860565493,0.618219228927,7.80689098407,4.74587379256,0.577873301227,3.17727578571,7448.0,21.8899687286,497.655867041,3719.90307719,59539.4070435,No,74233.9798693,22.3082017886,276.067363515,44.8810392991,15050.5030308,80.0,30-45,2.0,803.291245876,11.0,Foot_or_bicycle,Services_or_Retail,656.310104216,0.0,No
Browns,2.0,662.475823742,69613.3118229,Environment,220.825274581,No,315.241595216,Yes,Male,After_16:00,0.675695464946,0.442377029685,9.96366344625,7.6588087948,5.10836804053,0.379325386602,9771.0,90.8143006498,384.297928826,3921.01180982,45615.6801354,No,99377.2633545,19.6035182767,234.495325943,92.8679813864,48994.6271682,90.0,30-45,2.0,584.190963088,8.0,Public_or_other,Hightech,413.597335245,3.0,No
Greens,8.0,558.644207942,47470.7172486,Education,186.214735981,No,254.924600884,Yes,Female,After_16:00,0.630103847245,0.736724774819,2.19726335723,5.81570472335,7.31929085217,8.99420510512,4350.0,21.1193342693,453.869413186,3456.98483521,54966.3439095,No,64986.5521358,21.3042111608,277.949009213,64.505014196,34872.1426324,100.0,45_and_up,2.0,745.346076296,14.0,Car,Hightech,622.742288681,0.0,Yes
Greens,1.0,481.368867801,46684.9360929,Environment,,No,290.95111389,Yes,Female,After_16:00,0.62256857031,0.24613297428,5.89551139623,1.8262776616,7.35973340925,9.29624876939,8087.0,53.2474719686,529.39778244,3968.30670378,,No,84652.5506737,23.0086458193,257.206228191,29.5196486171,25916.6770546,90.0,Below_30,1.0,829.019736277,12.0,Public_or_other,Student_or_Unemployed,646.933241385,1.0,No
Greys,7.0,184.815111517,25134.1860478,Military,61.6050371722,No,407.989138576,Yes,Female,By_16:00,0.989552845946,0.934284207411,4.52572668903,1.62671709899,0.331674343906,5.38076567464,5074.0,13.1768675288,467.256336413,5014.40405858,53904.1680059,Maybe,166455.137196,21.6161128886,128.257282378,37.4551052926,3866.78564216,30.0,30-45,3.0,669.761045696,5.0,Motorcycle_or_truck,Public_Sector,416.862858133,2.0,No
Greens,9.0,304.427881354,27193.1808587,Education,101.475960451,No,267.976580245,Yes,Male,By_16:00,0.25198975415,0.608443726087,5.26782728033,0.213728328235,3.91050990438,7.94458179502,3215.0,53.9684857009,486.962165822,3653.69013409,57834.4077068,No,71811.4475595,22.0672192589,262.787536391,31.0474943137,10408.8465099,100.0,Below_30,1.0,776.407793719,13.0,Motorcycle_or_truck,Public_Sector,622.68837291,0.0,Yes
Reds,5.0,206.420023493,32672.3327096,Foreign_Affairs,68.8066744977,No,474.842490909,Yes,Male,By_16:00,0.7322071034,0.108949447051,9.28791441489,8.84465384064,6.66649178136,6.52118952945,5184.0,62.6520172926,435.640723662,5619.70635641,55291.5530701,Maybe,225475.391172,20.8720081368,78.7348050406,49.3171850918,4813.16512993,40.0,30-45,2.0,708.429874989,8.0,Motorcycle_or_truck,Industry_or_other,537.737949206,0.0,No
Browns,3.0,370.289671109,42032.9787871,Education,123.42989037,No,340.541328046,Yes,Female,By_16:00,0.0709491090383,0.80236329441,8.36826492334,0.923626441509,9.79180631693,6.14622143563,7120.0,83.3334011724,378.966040507,4163.34536148,45413.8917999,No,115968.396108,19.4670501234,221.729857292,13.6107781203,15368.3677271,100.0,Below_30,,577.458481925,10.0,Car,Industry_or_other,404.669825328,2.0,Yes
Whites,10.0,285.744758666,49876.23899,Social,95.2482528887,No,523.6446599,No,Male,After_16:00,0.0149685875513,0.0196871459484,8.28263766365,2.2914670594,5.0398672442,5.04419844365,5767.0,39.9374220986,481.772743347,6199.99208569,58646.8667622,No,274203.729842,21.9493221614,32.526153093,86.8912718957,9177.47793124,70.0,Below_30,2.0,729.505327962,7.0,Motorcycle_or_truck,Student_or_Unemployed,487.090785921,0.0,No
Pinks,7.0,230.321101898,23972.9145789,Financial,76.7737006327,No,312.254253492,Yes,Male,After_16:00,0.207040126901,0.583472063532,0.102113669273,8.19185824133,5.08585223695,7.37401497783,7988.0,33.0878535518,361.671289193,3845.88511331,43799.2171092,No,97502.718824,19.0176573003,248.029164092,42.347601871,5980.97480947,60.0,Below_30,,564.494621805,7.0,Public_or_other,Hightech,415.530072364,1.0,No
Purples,10.0,728.350863125,95973.9835249,Education,242.783621042,No,395.306664894,Yes,Male,After_16:00,0.430379603058,0.736304929713,9.76202186896,7.2397577134,4.64027628768,4.93408219423,5388.0,79.6631345293,435.953433678,4824.9735163,52195.1817766,No,156267.35931,20.8794979269,128.834373646,97.7369004861,59196.6702671,100.0,Below_30,0.0,662.295143303,16.0,Foot_or_bicycle,Public_Sector,460.812773007,1.0,Yes
Blues,10.0,1316.88058798,174864.666498,Financial,438.960195994,Yes,398.361099922,Yes,Male,By_16:00,0.590774042066,0.911222540541,4.64870486874,6.83784931898,0.822603376582,7.87741167936,9464.0,54.441604577,128.368828796,4240.34865681,27274.564905,Yes,158691.565931,11.3299968577,389.198085672,72.0841500675,193135.013863,60.0,Below_30,1.0,377.822836402,,Car,Student_or_Unemployed,444.909560988,0.0,No
Blues,10.0,,,Education,403.132558333,Yes,612.90225418,No,Female,By_16:00,0.349293780513,0.047573109623,7.83988067647,9.77636490716,6.45375215914,0.728238157462,3542.0,25.3186346265,475.791601207,7080.60574421,62340.1208629,Yes,375649.173178,21.8126477349,,38.9803470112,162928.992147,100.0,Below_30,1.0,790.751676185,14.0,,Public_Sector,602.498019361,0.0,No
Browns,4.0,140.704080645,14715.3981606,Healthcare,46.9013602151,No,313.75205523,Yes,Male,By_16:00,0.333035467425,0.955047059804,2.47305789962,8.09470698005,,8.90964057064,3216.0,30.4359571775,377.484358125,3892.48926855,45014.5002854,No,98440.3521611,19.4289566916,239.576268724,22.2727425164,2256.63895024,80.0,30-45,1.0,577.240838628,8.0,Motorcycle_or_truck,Student_or_Unemployed,412.259421585,2.0,Yes
Purples,3.0,237.610186461,35434.6124274,Education,79.2033954869,No,447.387542031,Yes,Female,After_16:00,0.683417051099,0.38439195347,2.85555618582,8.14725399017,9.92953631096,2.32941366266,4386.0,73.0038651731,424.243789213,5322.36299873,53203.3788111,No,200155.612764,20.5971791567,92.490199501,17.3552284017,6362.38125214,100.0,45_and_up,2.0,679.999196224,13.0,Foot_or_bicycle,Public_Sector,506.882063458,2.0,Yes
Purples,2.0,374.934998479,49090.9950573,Financial,124.978332826,No,392.7960467,Yes,Female,By_16:00,0.48115037824,0.310552887619,2.19384540804,1.03399969172,4.01203773683,1.81880223565,5512.0,7.1063619107,326.649555883,4581.25957877,43044.9575251,No,154288.734303,18.0734489205,211.10628421,58.1192526734,15754.5620089,60.0,30-45,1.0,555.774210629,12.0,Public_or_other,Industry_or_other,445.020011328,0.0,No
Greens,2.0,189.653121107,16544.6344531,Financial,63.2177070356,No,261.708866533,Yes,Female,After_16:00,0.469917934854,0.978762552608,0.560143082403,7.67969385022,7.25439852336,3.38231735164,3337.0,56.9496833486,499.068741595,3615.22614853,59543.0881189,No,68491.5308222,22.3398464989,286.747815009,17.1161126113,4069.69618987,60.0,30-45,0.0,805.083581485,9.0,Car,Public_Sector,659.501654792,0.0,Yes
Pinks,2.0,427.461526431,102169.586851,Financial,142.487175477,No,717.04408842,No,Female,By_16:00,0.356617893092,0.654434236465,7.84235949162,5.3676475957,6.96623935597,9.22359000891,8179.0,0.659580715001,635.34921649,8441.13931718,74444.2930329,No,514152.224738,25.2061345011,255.807993273,8.90258306172,20455.0823508,60.0,45_and_up,2.0,891.923186521,5.0,Public_or_other,Student_or_Unemployed,496.808965676,1.0,No
Blues,5.0,1259.77403612,27863.2825463,Education,419.924678707,Yes,66.3530484372,Yes,Female,By_16:00,0.781052545877,0.83510610112,1.39441672945,1.92888128106,9.87364738015,9.1611630097,4935.0,77.0301163895,5.00967363052,673.549831633,7287.87561485,Yes,4402.72703692,2.23823002181,703.823439793,66.3864254486,176766.660466,100.0,30-45,1.0,136.341835045,12.0,Foot_or_bicycle,Services_or_Retail,250.395647868,3.0,No
Oranges,9.0,310.044568972,42277.0424536,Military,103.348189657,No,409.073855999,Yes,Female,By_16:00,0.0602042789105,0.280651638051,5.66416731104,2.65423717676,3.61012672307,0.866247231606,5076.0,24.0242432337,365.756422514,4822.25140501,47683.637416,Maybe,167341.419662,19.1247594106,162.144176247,63.4968040045,10794.1964951,30.0,45_and_up,2.0,619.411384621,7.0,Motorcycle_or_truck,Public_Sector,498.646437518,0.0,No
Greens,5.0,235.562147275,22683.7133644,Education,78.5207157583,No,288.888265285,Yes,Female,After_16:00,0.662729786243,0.791366793448,0.954911594745,6.82813026942,9.6158272028,7.61885774788,6641.0,88.1910921074,500.337506902,,60438.7953542,No,83456.4298195,22.3682253856,273.540720445,42.6545304013,6254.02351895,100.0,30-45,1.0,816.164197788,16.0,Foot_or_bicycle,Services_or_Retail,673.943230096,0.0,No
Browns,6.0,900.230897994,146631.470912,Environment,300.076965998,No,488.646205899,Yes,Male,After_16:00,0.33263130323,0.77883547591,1.429800021,4.86412832048,4.36879493762,5.98654940026,8225.0,76.6589420149,449.725613736,5785.91328646,54567.7919167,No,238775.114539,21.2067351032,73.8737399258,43.3721936774,90356.2624885,90.0,30-45,3.0,677.155875508,8.0,Foot_or_bicycle,Services_or_Retail,447.076405112,0.0,Yes
Purples,8.0,581.133352241,84752.2887027,Financial,193.711117414,No,437.518970693,Yes,Male,After_16:00,0.033286829479,0.464791978244,2.37252739957,4.23988809111,9.68289030716,3.0079956539,6756.0,31.0689929174,497.293946725,5369.77760038,59516.4478432,No,191422.849717,22.3000884914,71.4582777249,97.0752825029,37727.7081271,60.0,45_and_up,2.0,758.601440501,11.0,Foot_or_bicycle,Services_or_Retail,534.569982758,1.0,Yes
Oranges,7.0,,105629.685584,Military,294.04893989,No,359.224847483,Yes,Male,After_16:00,0.486473959172,0.10121268942,6.06056992663,1.37332821963,6.83662408032,9.17617491679,9333.0,20.1035531936,498.328917441,4588.90630971,55134.25285,Maybe,129042.491049,22.3232819594,173.670396778,68.3339312207,86768.8279903,30.0,30-45,,683.57322887,5.0,Foot_or_bicycle,Services_or_Retail,398.30943685,2.0,Yes
Blues,,1534.3668379,,Healthcare,511.455612633,Yes,202.251390526,Yes,Female,After_16:00,0.472187431064,0.871302313637,2.48820155859,7.18180096475,8.95345796831,2.11379045621,9642.0,40.9531735117,620.091782153,3262.69746957,55912.5792439,Yes,40905.6249697,24.9016421578,493.926581294,58.1885711988,262108.299307,80.0,Below_30,3.0,640.63302631,12.0,Public_or_other,Hightech,124.650566639,0.0,No
Oranges,4.0,351.554036579,42132.3903312,Other,117.18467886,No,359.538386257,Yes,Male,After_16:00,0.0479550037999,0.894131069072,2.24763599457,6.17612458766,0.429373958614,0.50799771212,7911.0,9.1312257573,388.660149124,4372.70416082,47669.8020159,Maybe,129267.851192,19.714465479,184.801686062,94.7123771068,13859.4336383,50.0,Below_30,3.0,613.244440655,9.0,Foot_or_bicycle,Industry_or_other,454.992935636,0.0,Yes
Browns,7.0,151.12420651,16937.4746878,Social,50.3747355032,No,336.229550758,Yes,Female,After_16:00,0.42821201589,0.988151793601,0.733419700991,0.905148694292,5.36840712884,4.4799759984,3467.0,19.9952297146,379.45966064,4121.21482886,45613.7089547,No,113050.310803,19.4797243471,220.465596013,24.9458300648,2597.98871253,70.0,45_and_up,1.0,582.550426623,6.0,Foot_or_bicycle,Industry_or_other,414.827553942,0.0,Yes
Browns,9.0,286.119500586,27503.5709847,Social,95.3731668622,No,288.378501937,Yes,Female,By_16:00,0.294634373859,0.950829173438,9.01372845983,5.85100402357,6.78548888071,6.38734457549,7445.0,58.4783923812,362.454764127,3608.69454762,42844.4010512,No,83162.1603794,19.0382447754,275.748088329,94.2561798962,9201.41412418,70.0,Below_30,4.0,549.516385475,7.0,Public_or_other,Services_or_Retail,388.938495133,1.0,No
Greys,4.0,231.617352048,31784.5424569,Foreign_Affairs,77.205784016,No,411.686026662,Yes,Female,By_16:00,0.325189956697,0.332619815599,6.43640342634,6.12860345049,9.95618423447,5.4422791698,3456.0,44.1087474115,517.803071212,5152.46640905,57161.2656066,Maybe,169485.384549,22.7552866651,150.111464973,4.68879353721,6047.93886954,40.0,45_and_up,3.0,697.155659288,8.0,Foot_or_bicycle,Public_Sector,379.928585062,0.0,No
Greens,,,39109.9295455,Social,134.266326042,No,291.286212251,Yes,Male,By_16:00,,0.99959547352,1.92352350568,3.79987856839,7.04971662024,6.02676298702,5332.0,59.7278987058,511.056278433,3934.97467937,61973.2261201,No,84847.6574473,22.6065538823,290.391576014,59.5288110198,18171.7126348,70.0,45_and_up,2.0,839.880537841,13.0,Car,Student_or_Unemployed,701.602532053,0.0,No
Greens,1.0,693.514347039,64133.064499,Social,231.171449013,No,277.426406993,Yes,Male,By_16:00,0.51220736769,0.72795356228,5.02421833109,4.0524515463,3.31123373937,1.64550552145,7776.0,45.879997802,488.233405841,3750.73088161,58265.5106806,No,76965.4112969,22.0960042958,258.038987923,68.2978613535,53681.4102878,70.0,45_and_up,4.0,782.165516705,9.0,Car,Industry_or_other,630.025621498,0.0,No
Browns,1.0,139.540399032,15836.473116,Financial,46.5134663441,No,340.470714414,Yes,Female,After_16:00,0.454759045737,0.902733735275,6.3720104727,0.169810580555,1.29031115212,6.33661292493,5848.0,7.06518299412,369.896893888,4144.50093192,44416.4182666,No,115920.307374,19.2327037592,232.049888529,57.8888559248,2220.01601769,60.0,45_and_up,1.0,563.403506603,5.0,Public_or_other,Student_or_Unemployed,392.898461325,0.0,Yes
Pinks,8.0,351.587641567,30539.3915072,Social,117.195880522,No,260.584172166,Yes,Male,After_16:00,0.852012847317,0.741703942651,5.05796913756,8.45941611798,9.80039686663,1.04102778016,4972.0,15.6751852017,382.485112696,3370.81194706,44167.7535418,No,67904.1107836,19.5572266106,285.774447377,76.6886165133,13862.0702919,70.0,45_and_up,2.0,568.969227324,8.0,Public_or_other,Services_or_Retail,397.348417361,0.0,No
Reds,5.0,109.055573705,14353.2902245,Other,36.3518579015,No,,Yes,Male,By_16:00,0.715643643402,0.937229188392,6.61045568297,6.25581084518,8.02531564375,4.68596267048,5782.0,14.9585955311,438.414069827,4825.26187951,53765.3230325,Maybe,155901.28998,20.9383397104,123.636676095,35.0706322584,1367.80943079,50.0,30-45,1.0,694.488741298,11.0,Foot_or_bicycle,Hightech,520.863482111,0.0,Yes
Greens,9.0,176.706026386,17531.1538623,Healthcare,58.9020087952,No,297.632529363,Yes,Male,By_16:00,0.713786363369,0.503506122157,0.235254662111,9.56596936332,7.62421675259,7.88397458382,6363.0,63.8377011754,488.884376987,3954.09404761,58900.804558,No,88585.1225351,22.1107299063,246.580127332,24.5699728373,3538.34864891,80.0,Below_30,2.0,789.983135699,13.0,Public_or_other,Public_Sector,640.447886948,2.0,Yes
Purples,5.0,704.983008853,110018.904735,Healthcare,234.994336284,No,468.176835555,Yes,Male,After_16:00,0.834011958446,0.62897774647,2.95800218126,1.12146764062,8.92796467291,2.46699366486,4903.0,32.9654312227,490.17557151,5662.11949857,58537.5757434,No,219189.549351,22.1399090222,33.8220114229,72.2660857253,55467.332422,80.0,45_and_up,3.0,735.030563526,13.0,Car,Hightech,494.109731223,1.0,Yes
Whites,1.0,449.487435572,80632.2288438,Education,149.829145191,No,538.161175126,No,Female,By_16:00,0.4558099641,0.843709962675,8.11633294681,1.55845469562,9.53666366171,3.34354719846,9931.0,94.0905044088,398.344134441,6178.30002014,51604.2754796,No,289617.450413,19.9585604301,115.596145339,78.3850081032,22608.6018937,100.0,45_and_up,0.0,642.499854753,11.0,Foot_or_bicycle,Industry_or_other,460.348032487,0.0,No
