,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
5565,Pinks,3.0,155.47925608,36849.4246921,Environment,51.8264186932,No,711.016227267,No,Female,After_16:00,0.941874866607,0.904815746006,8.03485887824,8.21618076181,3.4081513877,8.78584326012,3217.0,38.003289164,660.375559067,8430.91339081,76833.1212177,No,,25.6977734262,265.659542687,86.6023597308,2747.80409326,90.0,30-45,1.0,924.478769991,10.0,Motorcycle_or_truck,Student_or_Unemployed,518.078288208,0.0,Yes
4968,Purples,1.0,819.809891948,120059.37628,Healthcare,273.269963983,No,439.343477528,Yes,Male,After_16:00,0.60335727944,0.580089822179,0.224625258707,3.38196747936,2.27631384507,1.48735563969,9318.0,1.98140616994,412.657955543,5218.75068637,49882.6442324,No,193022.691247,20.3139842361,140.125137961,38.2364495425,74959.7431791,80.0,Below_30,0.0,619.69973972,11.0,Car,Services_or_Retail,408.746463958,0.0,Yes
2445,Browns,6.0,596.477398708,65630.081879,Social,198.825799569,No,330.08835886,Yes,Male,After_16:00,0.0713736873586,0.668020211626,3.13615058316,3.91938755754,9.80470276671,3.54157816386,8672.0,31.9477786543,371.890917749,4044.6654241,,No,108958.324655,19.284473489,241.540509579,55.6337726302,39740.524374,70.0,45_and_up,3.0,560.57066926,7.0,Foot_or_bicycle,Public_Sector,385.720014798,0.0,Yes
6933,Greens,4.0,478.553939083,41683.6996013,Environment,159.517979694,No,261.31035311,Yes,Male,After_16:00,0.00204886496067,0.088803648483,4.25317906076,6.43836622126,8.1507916539,6.9336892548,7525.0,55.8347932762,482.267473053,3577.63847721,57233.1894871,No,68283.1006425,21.9605890871,266.768091468,64.9466073141,25615.5038254,90.0,Below_30,6.0,769.074274972,12.0,Motorcycle_or_truck,Services_or_Retail,,1.0,No
4506,Yellows,1.0,922.219415061,175924.532922,Education,307.406471687,Yes,572.286367157,No,Female,After_16:00,0.67963234405,0.488832836971,1.85373657383,7.39202953409,2.53668817924,0.186726269312,3812.0,94.4178136298,351.758524987,6426.38072154,45694.2804544,Yes,327511.686034,18.7552266045,229.641208012,9.07487366349,94816.1453067,100.0,45_and_up,2.0,,12.0,Public_or_other,Public_Sector,340.20566147,0.0,Yes
9241,Purples,3.0,533.658956253,76202.7143117,Financial,177.886318751,No,428.378724383,Yes,Female,By_16:00,0.128651248757,0.573376945918,2.28428670438,3.7230953807,1.26632970758,1.08164204517,3663.0,65.4593956424,492.927190578,5269.64162498,57687.632111,No,183508.331504,22.2019636649,75.5552424011,85.1768536493,31831.4287175,60.0,45_and_up,2.0,724.972747225,9.0,Foot_or_bicycle,Hightech,477.000806533,0.0,Yes
9128,Greens,7.0,419.06882869,41212.7938863,Environment,139.689609563,No,295.031205365,Yes,Male,After_16:00,0.151685134741,0.585232742829,7.50940673053,5.17116147559,5.48754087649,9.68272086699,7251.0,39.977303776,529.153040906,4008.61813546,62721.3428592,No,87043.4121389,23.0033267356,266.882130665,80.1823497517,19662.8766295,90.0,45_and_up,2.0,839.948881168,11.0,Car,Hightech,668.416047632,0.0,No
5185,Browns,8.0,436.96727541,45312.2438889,Healthcare,145.65575847,No,311.091331815,Yes,Female,After_16:00,0.423747702036,0.135702031665,9.27353769308,0.454541801009,7.71127068205,2.70799758844,4665.0,79.7337218886,382.642645808,3876.19860976,45419.2205172,No,96777.8167302,19.561253687,238.486407357,34.7557174973,21371.2557339,80.0,Below_30,2.0,582.427866838,8.0,Public_or_other,Hightech,413.880704858,0.0,Yes
6434,Purples,10.0,681.740664745,95114.6704494,Healthcare,227.246888248,No,418.552135884,Yes,Male,By_16:00,0.341275940649,0.220562023111,8.15809427993,6.89875000389,6.47760195425,7.73994554998,7962.0,80.0066971919,399.343520694,4984.20840023,50376.8062661,No,175185.890453,19.983581278,129.734049718,85.8126126928,51878.3951068,80.0,45_and_up,3.0,647.219562659,10.0,Car,Public_Sector,491.910360894,0.0,Yes
6443,Greens,4.0,528.91365304,54951.7408015,Social,176.304551013,No,311.686456678,Yes,Female,After_16:00,0.149645730853,0.422690106556,4.07141744392,3.84458925575,9.62472769199,9.20448232908,7007.0,91.8881934835,546.560170842,4209.98490846,63758.4180068,No,97148.4472763,23.3786263677,239.608167568,31.2604396138,31269.599259,70.0,45_and_up,0.0,843.39746412,9.0,Car,Student_or_Unemployed,640.649329389,0.0,Yes
6721,Browns,2.0,80.3017214539,14691.2730081,Social,26.7672404846,No,548.85272976,No,Female,By_16:00,0.613688430982,0.899746800773,1.42138973577,7.86384550622,4.7002120805,7.50379045494,3440.0,68.2169858599,459.87332378,6408.27394516,57603.971484,No,301239.318965,21.4446572316,63.2237867554,89.4139407203,753.252403647,70.0,45_and_up,2.0,718.414942109,7.0,Car,Student_or_Unemployed,499.287355461,0.0,No
20,Blues,8.0,1196.50412645,186544.339173,Environment,398.834708818,Yes,467.723432914,Yes,Male,After_16:00,0.50711369398,0.906380037311,0.607991185971,8.63137735985,4.4857720728,5.27568594553,7552.0,26.460130373,370.973052101,5419.18043334,53478.1527301,Yes,218765.209696,19.260660739,231.179097121,96.5077901492,159477.959667,90.0,30-45,0.0,725.191790235,13.0,Public_or_other,Public_Sector,689.087400105,0.0,Yes
7213,Browns,9.0,73.3522430651,7589.50733077,Healthcare,24.4507476884,No,310.399805662,Yes,Female,By_16:00,0.0196189628914,0.502722958568,4.44177570287,6.5606528311,3.51714301156,9.2460571765,6335.0,78.6304760259,348.899331713,3801.79672005,42104.5053665,No,96348.0393551,18.678847173,267.215275748,21.5017017676,632.289810209,80.0,30-45,0.0,538.870295048,7.0,Motorcycle_or_truck,Hightech,387.641831879,0.0,No
5426,Pinks,7.0,680.637302435,74142.1230395,Healthcare,226.879100812,No,326.791329718,Yes,Female,By_16:00,0.367694827495,0.51337269228,4.80442901608,3.70262969052,9.99889587518,,9509.0,33.7388167623,378.652321905,4025.21794099,49503.3404921,No,106792.573179,19.458990773,231.32466192,70.2092318796,51711.0054859,80.0,30-45,4.0,670.329312566,9.0,Motorcycle_or_truck,Student_or_Unemployed,593.72617976,0.0,Yes
2832,Purples,2.0,260.488587796,36036.3231365,Financial,86.8295292652,No,415.023822442,Yes,Male,By_16:00,0.889949536882,0.976587229641,0.984771586955,7.07570628496,2.34170828713,3.87084846385,,24.4362941943,426.954103366,5004.14643115,56050.2296417,No,172244.773194,20.662867743,183.37328542,68.6048882082,7636.19668168,60.0,45_and_up,3.0,748.337083771,9.0,Car,Hightech,645.152016996,1.0,No
2969,Whites,8.0,123.968236895,20012.5238337,Environment,41.3227456317,No,484.298018627,Yes,Male,After_16:00,0.631198285613,0.0950353506487,2.38932125736,9.14609254571,3.69026336353,7.59277126519,3574.0,64.8382426705,432.819343187,5708.61887264,54433.3213878,No,234544.570846,20.8043106876,69.0676725702,96.5171406046,1758.89205218,90.0,45_and_up,2.0,689.591289344,10.0,Motorcycle_or_truck,Student_or_Unemployed,,0.0,No
9095,Reds,10.0,665.103555437,97430.370268,Foreign_Affairs,221.701185146,No,439.467070074,Yes,Male,By_16:00,0.393519348232,0.58378239139,8.75482604606,4.17570771649,5.99767341278,3.15237076953,5699.0,59.3662001658,378.706073105,5152.08284695,49330.8020942,Maybe,193131.30568,19.4603718645,135.587775926,,49383.1166802,40.0,Below_30,4.0,636.159913117,9.0,Foot_or_bicycle,Student_or_Unemployed,502.755480629,,No
5409,Purples,7.0,628.944519147,80708.4328432,Financial,209.648173049,No,384.970837901,Yes,Female,By_16:00,0.413352548843,0.796515949536,6.76147031831,8.665742171,1.61450318992,2.13260422461,8855.0,67.1887995675,465.898348882,4781.50507678,55511.6638093,No,148202.546034,21.584678568,120.277707118,7.36337520648,44172.0046359,60.0,45_and_up,0.0,712.051068531,11.0,Public_or_other,Public_Sector,508.490941493,2.0,No
6958,Greens,9.0,,26913.7596541,Environment,91.8022738755,No,293.170947929,Yes,Female,By_16:00,0.701237176545,0.712448587874,4.51483692741,8.0726440018,2.38465060247,2.84162810538,5563.0,18.902832875,499.332489564,3930.37445842,59497.4909411,No,85949.2047096,22.3457488029,246.089777943,37.5807812903,8529.45976259,90.0,Below_30,1.0,,11.0,Car,Services_or_Retail,633.34720266,3.0,No
490,Greens,9.0,430.816994172,39649.4096808,Financial,143.605664724,No,276.099203726,Yes,Female,After_16:00,0.835480786161,0.791247796966,6.74039467005,7.87278686883,,4.23880310729,7650.0,16.9273475418,491.776284027,3744.54460531,59710.1976504,No,76230.7702979,22.1760294919,288.340079471,91.3616192294,20776.1926056,60.0,Below_30,3.0,810.956586103,12.0,Car,Services_or_Retail,681.496020212,1.0,Yes
6680,Oranges,8.0,404.332849517,58527.3379785,Other,134.777616506,No,434.251172383,Yes,Male,After_16:00,0.516264366219,0.890002895379,3.33032882307,1.18619366316,5.30703593278,3.55121128261,7114.0,31.2436526176,350.140491877,5042.79270758,47289.2232096,Maybe,188574.080716,18.7120413605,164.550268704,11.9934713701,18309.7835275,50.0,45_and_up,3.0,617.154036643,11.0,Car,Industry_or_other,517.204953432,0.0,Yes
9198,Greens,8.0,894.713161014,95492.7665939,Healthcare,298.237720338,No,320.190103672,Yes,Male,By_16:00,0.336489879992,0.428037416656,,4.07573349774,8.95509126829,0.681408795062,3702.0,0.450504873879,532.556837676,4267.01471207,63119.3078561,No,102521.702489,23.0771930199,239.801225432,70.6376533723,89253.9755527,80.0,45_and_up,3.0,838.962100789,12.0,Car,Student_or_Unemployed,655.283873025,1.0,Yes
9113,Purples,4.0,,124513.407306,Environment,287.379564258,No,433.271612851,Yes,Male,After_16:00,0.661035523983,0.170635259477,9.78051187471,4.55772673013,8.89416280901,9.46383739356,9438.0,27.7101274114,402.276588132,5137.26930478,52507.320386,No,187724.290503,20.0568339509,134.27468841,19.4691475714,82884.3935172,90.0,30-45,3.0,687.106001843,13.0,Car,Services_or_Retail,563.459822478,1.0,No
9012,Purples,7.0,326.966098387,49772.5748328,Healthcare,108.988699462,No,456.676472684,Yes,Male,After_16:00,0.792167444481,0.970488875872,0.821876621339,2.15348368045,9.20147546334,2.74484859081,7640.0,47.3970987136,382.087627071,5330.93998098,49082.3648381,No,208553.400703,19.5470618527,129.762592255,9.68710838351,11997.5253099,80.0,30-45,3.0,623.282481996,10.0,Public_or_other,Services_or_Retail,467.471940727,1.0,Yes
7218,Pinks,5.0,451.02191772,97155.8655627,Environment,150.34063924,No,646.238209801,No,Male,By_16:00,0.0302668598015,0.813310185913,7.78158355039,1.14040551241,2.75540936505,2.98212229041,8157.0,26.4371774858,640.537603756,7743.45730552,73359.2249035,No,417623.823807,,203.457584367,,22762.6484463,90.0,30-45,0.0,883.067817325,8.0,Motorcycle_or_truck,Industry_or_other,483.92030593,0.0,Yes
5462,Browns,8.0,459.577914227,43411.3842933,Social,153.192638076,No,283.37774477,Yes,Female,After_16:00,0.849009150639,0.954124145443,0.329148331657,4.9780663196,6.28533147741,2.06588756293,8050.0,78.6445626756,360.555330471,3554.88810864,42128.2718744,No,80302.946231,18.9882945646,289.423923851,32.9323718091,23631.1769987,70.0,Below_30,3.0,536.890262675,6.0,Car,Industry_or_other,368.105381548,0.0,No
5333,Greens,5.0,373.335213993,39372.0327637,Education,124.445071331,No,316.380812374,Yes,Male,After_16:00,0.275618399028,0.509409432998,9.26779341185,8.53174434742,7.97343299258,3.6091431207,4143.0,18.5900256271,536.851269211,4237.51066217,63260.5059637,No,100096.818439,23.1700511266,239.509727548,8.06234143674,15621.0208499,100.0,45_and_up,1.0,839.454889103,15.0,Car,Industry_or_other,649.30133115,0.0,Yes
3512,Greys,10.0,233.701612386,36679.6371128,Military,77.9005374619,No,470.85217006,Yes,Female,After_16:00,0.753362682415,0.0302685850766,2.06336491741,7.57683710428,3.39692825219,8.34498188924,4485.0,71.1702016182,401.375260261,5511.27222112,49811.7340989,Maybe,221701.76605,20.034352005,129.306182279,77.4688918609,6156.39427431,30.0,Below_30,2.0,619.132220523,6.0,Car,Hightech,421.618538564,0.0,Yes
7744,Greens,2.0,86.5640242652,8469.95923027,Healthcare,28.8546747551,No,293.538544522,Yes,Male,By_16:00,0.87414879445,0.139976584585,0.679526503664,5.83918361459,4.90928218467,2.28486757027,7469.0,50.98381266,508.595428402,3952.57630203,60753.5628914,No,86164.8771204,22.5520604026,258.593579929,51.6590831568,871.446929975,80.0,Below_30,1.0,,13.0,Foot_or_bicycle,Hightech,655.468407059,0.0,Yes
4823,Purples,,117.46714772,15798.6151812,Healthcare,39.1557159066,No,403.481709257,Yes,Female,By_16:00,0.898672671756,0.917934816098,8.03892521653,3.77763784956,5.85081738885,4.74769216729,,2.36105630174,466.945128813,4968.70735019,56875.2220203,No,162797.489705,21.6089131798,113.815316255,92.1863478376,1582.32580406,80.0,Below_30,2.0,735.825366377,12.0,Foot_or_bicycle,Services_or_Retail,550.45315904,0.0,No
9383,Reds,9.0,232.682910829,40914.5835777,Foreign_Affairs,77.5609702763,No,527.515107559,No,Female,After_16:00,0.0940629248507,0.847795728827,2.80757104978,6.15628836444,3.91712199664,6.61264504539,,,437.384525586,6149.92012676,54937.659391,Maybe,278272.188703,20.9137401147,72.0459785074,42.3377453815,6103.26508048,40.0,30-45,4.0,685.074551515,7.0,Car,Industry_or_other,477.353935463,0.0,Yes
3276,Browns,10.0,115.342462589,13629.7776004,Financial,38.4474875295,No,354.503726413,Yes,Male,After_16:00,0.162585300859,0.462989492575,9.93378885323,0.633944964502,2.00974476989,5.86331933271,8328.0,50.4518477013,385.635913542,4316.30909121,46320.0167954,No,125672.892041,19.637614762,205.548422671,33.1357476301,1526.65678486,60.0,Below_30,1.0,587.796180982,6.0,Foot_or_bicycle,Public_Sector,410.546972306,2.0,No
1824,Browns,6.0,810.948290162,86453.4955187,Healthcare,270.316096721,No,319.823704794,Yes,Female,By_16:00,0.0884808558039,0.162496434292,1.7660450656,8.62472695764,4.25320680719,7.99304321874,8213.0,60.6407895451,377.811426406,3953.85990076,44950.7502249,No,102287.202148,19.4373719007,237.983193318,86.5387363825,73351.1082429,80.0,Below_30,5.0,573.943809265,8.0,Car,Industry_or_other,403.86231004,0.0,Yes
5892,Browns,8.0,991.986743638,104383.653314,Healthcare,330.662247879,No,315.680589435,Yes,Female,By_16:00,0.290167299798,0.070522017777,8.4920549579,,5.84940948291,2.1912106988,9835.0,60.8105817111,376.546736698,3909.89936775,44415.2970813,No,99654.234546,19.4048122047,248.49292082,66.5002317866,109678.18442,80.0,30-45,2.0,564.481602952,7.0,Motorcycle_or_truck,Services_or_Retail,388.042961961,0.0,No
1663,Purples,1.0,190.419274476,21625.4115281,Education,63.4730914919,No,340.702036404,Yes,Male,After_16:00,0.309157122625,0.0798524790443,7.36948418198,4.47973227594,5.44884793926,0.0571947288699,8485.0,96.7361117015,413.363268412,4233.74690086,51797.9492419,No,116077.87761,20.3313371034,191.794272649,14.4169314532,4102.30643503,100.0,30-45,3.0,687.33525717,12.0,Motorcycle_or_truck,Public_Sector,562.476223918,1.0,Yes
9870,Oranges,2.0,103.831992378,12551.2684472,Other,34.6106641259,No,362.641652917,Yes,Male,By_16:00,0.209656442283,0.0655940701254,7.2961545107,3.10984128853,9.27047866862,0.578115449753,6248.0,78.7602887489,449.586536399,4525.58960197,54124.8338267,Maybe,131508.96843,21.2034557655,147.879302062,48.9516887115,1242.50873536,50.0,45_and_up,3.0,701.609500554,9.0,Foot_or_bicycle,Hightech,521.434905006,1.0,Yes
2556,Greens,,319.62148735,33610.3551357,Social,106.540495783,No,315.470234005,Yes,Female,After_16:00,0.0226724715903,0.879787515383,7.42720250506,7.47375053354,8.77297889674,9.45287270704,8466.0,0.0819546636194,502.951515727,4160.6053715,60823.9693552,No,99521.4685429,22.4265805625,245.535753994,3.47984805703,11467.4177375,70.0,30-45,1.0,815.178477097,10.0,Foot_or_bicycle,Services_or_Retail,661.950179086,0.0,Yes
4723,Greens,4.0,273.91503642,30194.3617463,Environment,91.30501214,No,330.697746362,Yes,Female,By_16:00,0.937147869729,0.591427070322,1.97757275775,4.52579885023,5.45981154079,0.436348628718,9190.0,8.63834107295,522.225417441,4351.4282985,62159.8639741,No,109360.999449,22.8522519118,221.916245323,98.0387895368,8437.91025403,90.0,45_and_up,2.0,823.94153926,14.0,Foot_or_bicycle,Services_or_Retail,641.737777853,0.0,No
1275,Reds,10.0,89.5065119707,12504.0767791,Foreign_Affairs,29.8355039902,No,419.100571696,Yes,Female,By_16:00,0.226842389209,0.580326717114,2.1047820244,4.22268423717,5.42634394951,8.45136670163,6779.0,92.4893851625,440.531161327,5072.06803961,53537.7251804,Maybe,175645.289196,20.988834206,,,929.992802341,40.0,30-45,2.0,681.225549221,10.0,Foot_or_bicycle,Industry_or_other,485.674893716,,Yes
8375,Oranges,7.0,141.313183956,15148.2917679,Military,47.1043946521,No,321.589776916,Yes,Female,After_16:00,0.0280606676824,0.750666398089,2.00765155023,7.24369383184,0.198759832419,6.26395904925,5190.0,14.889364643,469.964139301,4155.82604776,54109.9187915,Maybe,103419.984617,21.6786563075,181.99561391,63.6543787317,2275.92839019,30.0,Below_30,3.0,695.251951755,5.0,Foot_or_bicycle,Public_Sector,480.250497384,0.0,No
6747,Purples,6.0,403.632823543,58184.0312847,Environment,134.544274514,No,432.452673997,Yes,Female,After_16:00,0.411004011519,0.429929218488,2.74848936591,8.17952364683,1.35280219838,3.28427471919,5375.0,43.3754628524,412.987296467,5150.5013329,51440.9610793,No,187015.315247,20.3220888805,111.875690381,99.3630989688,18246.7060791,90.0,Below_30,0.0,655.157353873,15.0,Public_or_other,Services_or_Retail,,0.0,Yes
297,Pinks,3.0,77.627632136,9090.32418645,Financial,25.8758773787,No,351.304964598,Yes,Female,By_16:00,0.520056924317,0.190034852596,3.4401378152,5.18894549692,9.18137526372,3.89450828312,3742.0,30.7190585649,390.47486458,4293.99937514,46878.8054776,No,123415.178151,19.760436852,201.112062298,3.77630470321,705.436907495,60.0,30-45,1.0,596.745524865,5.0,Car,Public_Sector,420.375300566,1.0,Yes
7515,Browns,3.0,123.691514974,13377.6734142,Education,41.2305049913,No,324.460576388,Yes,Female,After_16:00,0.49746734323,0.628233048366,1.31893177517,5.78898514854,3.28704160405,1.22489437228,5586.0,19.8471874231,403.621953468,4051.84967082,47752.9076569,No,105274.66563,20.0903447822,211.329397856,40.7953531016,1751.18504683,100.0,30-45,1.0,611.951937084,10.0,Foot_or_bicycle,Hightech,432.492242647,0.0,No
7098,Greens,8.0,872.563409598,83083.1973949,Environment,290.854469866,No,285.652125041,Yes,Male,By_16:00,0.875479060458,0.601416219026,3.24926092988,0.847537482623,4.20832167612,2.22315405495,7837.0,63.6752576567,511.35312758,3879.22750557,61342.3666252,No,81597.1365404,22.6131184842,278.408340064,65.7242901623,84897.177111,90.0,45_and_up,3.0,827.435859785,14.0,Motorcycle_or_truck,Industry_or_other,677.305664918,0.0,Yes
1596,Browns,9.0,464.832796815,51208.7843742,Environment,154.944265605,No,330.498093455,Yes,Female,After_16:00,0.990856849123,0.0204062692355,5.45063944999,0.973305762745,0.433821321931,6.68624058599,7303.0,11.5258125123,394.671627027,4094.3241886,46838.9549779,No,109228.989777,19.866344078,215.214817399,28.8295692066,24172.6697095,90.0,30-45,0.0,597.9663873,8.0,Foot_or_bicycle,Student_or_Unemployed,419.42422726,1.0,No
4469,Greens,9.0,938.085089354,95015.2450539,Environment,312.695029785,No,303.859147104,Yes,Male,After_16:00,0.682936118217,0.232784033287,8.46863812767,1.47496829974,0.379641000181,9.9204843957,7913.0,6.33754800074,512.287807405,4063.16708585,61266.1886714,No,92330.3812786,22.6337758097,251.715801153,3.11041292734,98100.8766819,90.0,45_and_up,3.0,820.087519162,11.0,Public_or_other,Student_or_Unemployed,657.285155575,1.0,Yes
6617,Oranges,2.0,652.108133124,99634.8456911,Military,217.369377708,No,458.366522192,Yes,Female,After_16:00,0.883910985896,0.37127274205,9.62598457234,0.902961392421,5.64668233506,5.64428932965,6103.0,19.1775770858,332.120688566,5247.90659905,43629.8424494,Maybe,210099.868666,18.2241786801,198.329557925,89.4334849436,47476.8157429,30.0,Below_30,3.0,546.222586861,7.0,Public_or_other,Services_or_Retail,402.954629865,0.0,No
7452,Greens,1.0,384.961933254,41341.7253029,Environment,128.320644418,No,322.17516901,Yes,Female,After_16:00,0.706087049562,0.265266476432,8.18111946341,7.77369230054,9.8028235836,7.2459845827,4718.0,59.0240795398,539.465377074,4300.68244425,63725.2917076,No,103796.839527,23.2263939748,239.910473121,25.5812560208,16604.5084283,90.0,30-45,2.0,845.80339254,11.0,Public_or_other,Public_Sector,656.134072544,1.0,Yes
